index,artist_name,track_name,release_date,genre,lyrics,topic,spotify_link,image_link,,,
1345,faces,wicked messenger,1970,pop,wicked messenger come mind multiply smallest matter question send answer thumb tongue speak flatter stay assembly oftentimes see return appear note hand read sole feet swear burn leave begin fallin seas begin people confront tell word open heart bring good news bring,violence,https://open.spotify.com/track/60gLSwJlUO0nwwKiWtsnfu,https://i.scdn.co/image/ab67616d0000b273be8a0d8c3645df00d321d3e5,,,
1346,jackiewilson,(i can feel those vibrations) this love is real,1970,pop,feel vibrations vibrations baby think feel vibrations small conversation listen want jump shout want tell world real real real walk magic things wrong understand come start makin plan meet preacher cause real real real feel vibrations vibrations vibrations girl care friends cause listen ohhh feel inside deny cause deep heart real real lord real real thing real ooohh real,feelings,https://open.spotify.com/track/5qyq1H5OPMlfuvZQ1wQNo7,https://i.scdn.co/image/ab67616d0000b273e7ba7ec8dbf10a6db596cfe7,,,
1347,themoodyblues,it's up to you,1970,pop,breeze call come linger live leave begin fall point finger sadness smile island long ready try free live turn know lose reason hide true world forget inside word pass listen lie live turn know lose reason hide true lose,world/life,https://open.spotify.com/track/1gm4Cue3Nrw9Q3ixjPfEYr,https://i.scdn.co/image/ab67616d0000b27318e30bcbca2863f0ea6191be,,,
1348,vanityfare,early in the morning,1970,pop,even time know come morning window dawn feel feel life good know theres yellow early morning meadow tell today come home home night time clear dear know come morning early warn feel newly bear vibration sneak theres songbird pillow funny weep come home even time know come morning window dawn feel feel life good know theres yellow early morning meadow tell today come home morning early warn feel newly bear vibration sneak theres songbird pillow funny weep come home,feelings,https://open.spotify.com/track/4gZqRlaWMKcjUFh1Uss8fI,https://i.scdn.co/image/ab67616d0000b273218bd77c7390399c97cbce74,,,
1349,bobdylan,take me as i am (or let me go),1970,pop,white lilies grow stalk clover try reshape moment image know standin try change overlook fault forget try reshape mould image know standin,world/life,https://open.spotify.com/track/6HSXNV0b4M4cLJ7ljgVVeh,https://i.scdn.co/image/ab67616d0000b2736c86683d20c72e3874c11c6d,,,
1350,poco,honky tonk downstairs,1970,pop,long go darkness help hide shameful tear wife work night long halfway go barmaid honky tonk downstairs shame wear lock chain bottle destroy hop care hungry eye work hide pride barmaid honky tonk downstairs,sadness,https://open.spotify.com/track/4K7A2rgl9I6eool37G0PpS,https://i.scdn.co/image/ab67616d0000b273a32d636846a37bcd3c1daca6,,,
1351,themoodyblues,question,1970,pop,answer knock door thousand million question hate death stop look need world persecution burn greed ahhhh ahhhh ahhhh answer knock door truth hard swallow wall things mean tell stop think believe true give mean look change life look miracle life lose know safely lead silence mountains crash lie land live wait grey morning mind confuse dead sleep road choose look change life look miracle life lose know safely lead land know learn grow secrets souls things mean tell answer knock door thousand million question hate death stop look need world persecution burn greed ahhhh ahhhh ahhhh answer knock door,world/life,https://open.spotify.com/track/4Q27I5G3W14hnYVi45oi2h,https://i.scdn.co/image/ab67616d0000b27318e30bcbca2863f0ea6191be,,,
1352,wishboneash,phoenix,1970,pop,rise high cinders leave ruin raise head ash dead like phoenix rise raise head,violence,https://open.spotify.com/track/5G9K17dSw00xM9YUX17pno,https://i.scdn.co/image/ab67616d0000b2734a4d4862071f417e6ad4086a,,,
1353,theimpressions,check out your mind,1970,pop,slide oily right brand thing offend nothin like check mind time check mind time people think take find look miss link forget mind think check mind time check mind time check mind check mind check mind trust matter better earth check mind time check mind time check mind time check mind time check mind,night/time,https://open.spotify.com/track/112ofK4eq7gS0gRqNNxQMM,https://i.scdn.co/image/ab67616d0000b2734689903bbd70359892c12101,,,
1354,johncale,adelaide,1970,pop,want home want home want time change want late probably night ask come weather good pass phone whistle time tonight train boat plan time knockknocking door door sure goodbye friends friends home whoa knockknocking door door sure goodbye friends friends home want tonight want tonight want tonight want tonight want tonight want tonight want tonight want tonight want tonight,night/time,https://open.spotify.com/track/6udF0cl3VDpFTKzdj7pUlG,https://i.scdn.co/image/ab67616d0000b273fd9dc3ae7a8e0cab21ea0777,,,
1355,"blood,sweat&tears",the battle,1970,pop,queen sleep daughters smile nice brothers windows peasants stand naked laugh madly want sleep late today battle begin devil wisdom father servant sons wash blood race move target loom street soldier stand siren scream desperately like humans stand balcony watch battle devil wisdom father servant sons wash blood race sixwhite horse like wind run captain lose daughter lose mind soldier scream riches swear sons daughters wouldn live devil wisdom father servant sons wash blood race,violence,https://open.spotify.com/track/2u54HNQamwFuOMLSuhSRom,https://i.scdn.co/image/ab67616d0000b2738bd5d941f9ced8e7f9c60dd4,,,
1356,lulu,feelin' alright,1970,pop,change scene cause night strangest dream imprison leave leave start scream lock door take feelin alright feelin good feelin alright feelin good yeah sure take ride wonder think start waste time gotta stop believe lie cause feelin alright feelin good yeah feelin alright feelin good yeah alright yeah lose time felt today stay come take place different different face feelin alright feelin good feelin alright feelin good alright feelin alright feelin good feelin alright feelin good feelin alright feelin good feelin alright alright alright alright,feelings,https://open.spotify.com/track/5pnIZpMzyKS4iH8YAWWE0o,https://i.scdn.co/image/ab67616d0000b2737497c7ef04a8160a5895e9b2,,,
1357,bread,the other side of life,1970,pop,look hard pass reach high want life place fast pretend till life restless search think world change friend heart time wait wait life wait life,world/life,https://open.spotify.com/track/157mWe9z10R6B9tElxPfHx,https://i.scdn.co/image/ab67616d0000b273aee567cf36e68247e7ff4b6c,,,
1358,theimpressions,we must be in love,1970,pop,sigh know sigh lonely lonely miss tender kiss tender kiss miss strange desire lips tell tenderly agree miss tender kiss tender kiss miss strange desire lips tell tenderly agree maybe finally shall happiness sigh know sigh lonely lonely tell miss tender kiss tender kiss miss strange desire lips tenderly agree,romantic,https://open.spotify.com/track/1ZgP9d8OaiBCUQKOrvbAsH,https://i.scdn.co/image/ab67616d0000b2734689903bbd70359892c12101,,,
1359,marthareeves&thevandellas,i should be proud,1970,pop,dryer telegram come private miller shoot vietnam tear read information time miss action delta line proud fight proud blind wasn fight fight fight evils society pray night wouldn keep alive weeks later come cold heartless letter private miller kill action number proud keep free proud blind wasn fight fight evils society ship home medals local paper story come praise say honor want silver good take tell proud fight say proud blind wasn fight victim evils society proud tell proud take tell proud want tell proud,violence,https://open.spotify.com/track/2nxSAQBvF6gDIwZmG6B9nO,https://i.scdn.co/image/ab67616d0000b2739b91193a09cd0ba99c4949a4,,,
1360,donovan,clara clairvoyant,1970,pop,clairvoyant consultation shadow leave skepticism door table talk live contact clairvoyant consultation look kathoolica leave genitals door perversion confess lumpy cassock katholica roller long path grind lose belief gross fear idea psychedelic yogi groovy groovy guru,violence,https://open.spotify.com/track/6zxLYIQWWvfyz6sYEOzSzf,https://i.scdn.co/image/ab67616d0000b2735675784bbbc8a940f8436113,,,
1361,johncale,big white cloud,1970,pop,stand white cloud look right sound miss eye clear bright white cloud white cloud white cloud white cloud white cloud white cloud time kill look leave lick tree look sign wind rain say like begin days come years come go,violence,https://open.spotify.com/track/1TEvvaq5thKufLYdlwZV6d,https://i.scdn.co/image/ab67616d0000b273fd9dc3ae7a8e0cab21ea0777,,,
1362,badfinger,without you,1970,pop,forget even face leave guess story go smile eye sorrow show show forget tomorrow think sorrow fair know know live live live anymore live live live anymore forget even face leave guess story go smile eye sorrow show show live live live anymore live live live anymore live live live anymore live live live anymore,world/life,https://open.spotify.com/track/1VrIr1toXX6bOSdotodB71,https://i.scdn.co/image/ab67616d0000b273c3404368ea65ac78414935ab,,,
1363,simon&garfunkel,why don't you write me,1970,pop,write jungle hungry hear send card wait hard near write wrong know maybe lose cost airfare tell tell write letter brighten loneliest even mail today leave monday morning sit hop wish mail come word wednesday thursday sign drink half bottle iodine friday gonna hang body highest tree write write write write write write write,music,https://open.spotify.com/track/0nNI8eyMjDGjPDuQq87aJb,https://i.scdn.co/image/ab67616d0000b273ba7fe7dd76cd4307e57dd75f,,,
1364,badfinger,i don't mind,1970,pop,bird sing doorbells ring answer people lovely outside mind live ride mind people lazy step inside begin know mind days nights alright easy break time make rhyme mind give step inside ride know mind,world/life,https://open.spotify.com/track/4OlDxRqGsnKKkXp7v12qmj,https://i.scdn.co/image/ab67616d0000b273c3404368ea65ac78414935ab,,,
1365,jerryleelewis,she even woke me up to say goodbye,1970,pop,morning come lord mind ache stand quietly door like heart silently break tear go tumble floor talk lord see pity eye understand sorrow matter know try baby pack soft things leave leave leave know mean heart lord mind mean unkind wake goodbye heart lord mind mean unkind wake goodbye goodbye baby,sadness,https://open.spotify.com/track/04QkzNo1ZJhDldMEXC3HWv,https://i.scdn.co/image/ab67616d0000b273ad2fc4f32a4148e6a596f05c,,,
1366,free,fire and water,1970,pop,single heartache comin wanna goodbye baby look tear wanna goodbye mama look nice heart know water daughter take poor heart break poor man heart break baby turn quick flash go baby gonna leave gonna grieve water daughter take poor heart break poor heart break heart breakin yeah alright wanna goodbye baby look tear nice heart know water daughter take poor man heart break water daughter baby take poor heart break heart break baby heart breakin heart breakin listen,sadness,https://open.spotify.com/track/5jK9iJEBgHMQePlRukmnts,https://i.scdn.co/image/ab67616d0000b273753c41c7fdc5e78ba017bbf5,,,
1367,toddrundgren,we gotta get you a woman,1970,pop,think posthangin days sunkin eye sigh tell lie wise tell gonna pull thing leave gotta woman like nothin feel sure alive gotta woman better walkin wastin time talkin friend come meet street seat treat feel gotta woman like nothin feel sure alive gotta woman better walkin wastin time talkin talkin bout life mean mean nothin thing know true time thing cause gotta woman like nothin feel sure alive gotta woman better walkin wastin time talkin talkin bout things special stupid sure time thing cause woman know better leave time thing cause thing cause thing cause gotta woman gotta woman gotta woman,obscene,https://open.spotify.com/track/4I8ItX9JAA8ROVQesGscAw,https://i.scdn.co/image/ab67616d0000b273d09df5f0f652ed8cf49522ad,,,
1368,michaelnesmith,mama nantucket,1970,pop,whoa mama nantucket try kick habit couldn sting try relieve wasn believer range ohmytyyiyippee change range ohmytyyiyippee change dollar sure answer little time play follow leader sure winner things mind range ohmytyyiyippee change range ohmytyyiyippee change people run come everybody sing different tune fall like quarrel tomorrow past hop happen happen fast range ohmytyyiyippee change range ohmytyyiyippee change whoa lidalodalahee range ohmytyyiyippee change range ohmytyyiyippee change change,world/life,https://open.spotify.com/track/3PqhliKIHScPgJgse7KHTq,https://i.scdn.co/image/ab67616d0000b2732579cc0a4b7d66089904e42b,,,
1369,bobbybloom,montego bay,1970,pop,meet boac land key hand adjust drivin right montego sing whoaohoh whoaoh whoawhoa whoaohoh whoa whoaohoh whoaoh whoawhoa whoaohoh whoa come sing loud come sing montego whoaohoh whoaoh whoawhoa whoaohoh whoa meet like brother think remember twice good like cool silver thirst thirsty montego sing whoaohoh whoaoh whoawhoa whoaohoh whoa whoaohoh whoaoh whoawhoa whoaohoh whoa come sing loud come sing montego whoaohoh whoaoh whoawhoa whoaohoh whoa lilo lobster feel motion home tell hard stay away high montego sing whoaohoh whoaoh whoawhoa whoaohoh whoa whoaohoh whoaoh whoawhoa whoaohoh whoa come sing loud come sing montego whoaohoh whoaoh whoawhoa whoaohoh whoa dance streets sing loud come sing montego whoaohoh whoaoh whoawhoa whoa whoa beautiful mornin beautiful beautiful feelin goin,music,https://open.spotify.com/track/6TBUBqz21JmF2hkeRbnwme,https://i.scdn.co/image/ab67616d0000b2732c457d4d053065310063d791,,,
1370,nickdrake,one of these things first,1970,pop,sailor cook real live lover book signpost clock simple kettle steady things lyric commercial,world/life,https://open.spotify.com/track/0hNVjU6JKydHts0SAjHCno,https://i.scdn.co/image/ab67616d0000b27311bc9b24ffd917d3997d262d,,,
1371,bread,make it with you,1970,pop,try reach climb rainbows baby go dream sleep life wonder song lead want think girl know little thing time tell believe things life short long right wrong choose like help like think girl baby know dream sleep life choose like help like think girl,world/life,https://open.spotify.com/track/7wWw7hBmErNg9u5w6Xx0vy,https://i.scdn.co/image/ab67616d0000b273aee567cf36e68247e7ff4b6c,,,
1372,caroleking,child of mine,1970,pop,world different touch wonder color picture design sweet darling child child child sweet darling child need direction know want hold want watch grow teach look sweet darling child gonna kill dream tell live life people hard change head smile time bear best time come better rest know honest kind sweet darling child repeat time,world/life,https://open.spotify.com/track/4A7oANUhxquUpTCuu6GmoD,https://i.scdn.co/image/ab67616d0000b2736266d8a91764a457546e9344,,,
1373,marklindsay,arizona,1970,pop,belong lose postin poster poncho cisco california say believe hood brotherhood colour green grey laugh anybody know pray arizona rainbow shade arizona look world myyy arizona indian braid arizona tcha mmmm strip pride act like teenybopper away child scrape paint face little saint arizona hobo shoe arizona tcha follow guide count cristo count believe hood brotherhood roll ball read aesop fable stayayay arizona rainbow shade arizona look world arizona indian braid arizona tcha arizona hobo shoe arizona look world arizona ball blue arizona tcha come arizona rainbow shade,world/life,https://open.spotify.com/track/2RtmMC4btQbvQ9w5KxPZpy,https://i.scdn.co/image/ab67616d0000b2738acbff54caafb785818576e1,,,
1374,simon&garfunkel,"so long, frank lloyd wright",1970,pop,long believe song go soon barely learn tune soon soon remember nights harmonize till laugh long long long architects come architects change point view stop awhile think architects come architects change point view long nights harmonize till laugh long long long long long long long long long long long,night/time,https://open.spotify.com/track/4zYloXZV6NwiwXenBTc9DI,https://i.scdn.co/image/ab67616d0000b273ba7fe7dd76cd4307e57dd75f,,,
1375,badfinger,believe me,1970,pop,believe want spend rest time mean lean woman like need want world need come need anymore anymore believe want spend rest time mean lean woman like need duel guitar solo molland come need anymore anymore want world ihihi need,world/life,https://open.spotify.com/track/0JqDfzUZZi86BoZnx1MPQv,https://i.scdn.co/image/ab67616d0000b273c3404368ea65ac78414935ab,,,
1376,alive'nkickin',"tighter, tighter",1970,pop,know give beautiful feel woman touch soul hold baby little tighter hold little tighter baby hold little tighter baby surprise open eye reach take hand baby touch soul woman hold baby little tighter hold little tighter baby hold little tighter baby woman touch soul hold baby little tighter,romantic,https://open.spotify.com/track/5OXATqrGVPG49BjEIY6yyM,https://i.scdn.co/image/ab67616d0000b2737fcfff59c13d1fa3541e39e8,,,
1377,badfinger,come and get it,1970,pop,want come mmmm mind fast want anytime better hurry cause hear catch walk away fool money want come better hurry cause go fast want come mmmm mind fast want anytime better hurry cause hear catch walk away fool money want come better hurry cause go fast better hurry cause go fast fool money want come better hurry cause go fast better hurry cause go fast better hurry cause go fast,obscene,https://open.spotify.com/track/0wb21I1NV5uVUolRXIqlJF,https://i.scdn.co/image/ab67616d0000b273555e940b9bbbe0d8ad5254cf,,,
1378,daveedmunds,slipping away,1970,pop,feel slip away little hold believe want slip away slip away feel like walk long dark road talk ride city head hold high watch slip away slip away gonna hold tomorrow bring slip away wipe tear eye slip away slip away,sadness,https://open.spotify.com/track/6My1PfmDeYo8jr5c1Bzhjm,https://i.scdn.co/image/ab67616d0000b273fe650c070f73b408b23a8021,,,
1379,harrynilsson,the game,1970,pop,national past time land point game call triangle toss triangle toss game people point head object game toss triangle opposite field catch point head oblio point throw triangle arrow jump shoulder opposite field arrow make catch point head kid think alright oblio arrow compete team evil count count insist triangle toss game people point head oblio obviously fall category allow play settle dispute decide contest best toss catch oblio play count oblio wouldn allow play bring game,obscene,https://open.spotify.com/track/4heDQy6gYAFDzXQBopcsdS,https://i.scdn.co/image/ab67616d0000b2735b4b158d7a838453c7378200,,,
1380,johncale,gideon's bible,1970,pop,hold eye things exist peer cut wrist grand mother greedy roll cotton ship carpet pillow throttle children callously messy lie die force china felt smile die think china hold pull golden rob foreign language stretch verbs nouns greet felt blade deep confuse emotions strike wall china lie die force china felt smile die think china hold,violence,https://open.spotify.com/track/6V5hCx7NS3y6JiS47cHeLV,https://i.scdn.co/image/ab67616d0000b273fd9dc3ae7a8e0cab21ea0777,,,
1381,glencampbell,it's only make believe,1970,pop,people think care deceive know believe prayer care hop dream come true know prayer someday care believe hop dream come true life heart wed ring heart control rule soul plan hop scheme dream believe prayer care hop dream come true know prayer someday care believe,world/life,https://open.spotify.com/track/2eot2orcEQn5wR11DSVcbO,https://i.scdn.co/image/ab67616d0000b273a18a4ac42582767d4abec8c6,,,
1382,nico,janitor of lunacy,1970,pop,janitor lunacy paralyze infancy petrify cradle bring janitor tyranny testify vanity mortalize memory deceive devil deed tolerate jealousy recognize desperate need janitor lunacy identify destiny revive live dream forgive beg scream seal give seed disease breathe grief,world/life,https://open.spotify.com/track/34eN9hPY1IsW4LlGYgPCO9,https://i.scdn.co/image/ab67616d0000b273371308ecbe8a95081e8e0429,,,
1383,joanbaez,i live one day at a time,1970,pop,live time dream dream time yesterday dead tomorrow blind live time surprise home know miss go long plan stay cross mind live time live time dream dream time yesterday dead tomorrow blind live time swallow flyin cloudy searchin patch high long follow time live time live time dream dream time yesterday dead tomorrow blind live time live time,world/life,https://open.spotify.com/track/6qSuHaSDvR6JyUMm3OIHAQ,https://i.scdn.co/image/ab67616d0000b273c41e00f93c7b6d0100a9fae1,,,
1384,harrynilsson,the pointed man,1970,pop,finally travellers reach appear entrance pointless huge barrier small sign base read barrier oblio arrow encounter pointless point depend point view pointlees point hundreds point different directions quickly point point direction point speak point know pointless things oblio arrow notice pointless leave tree point tree point infact branch tree point different directions little strange pointless point disappear oblio arrow leave stand wonder suddenly aware strange sound come north look giant swarm be head straight seek cover jump inside hollow be attack jar loose tumble steep careen crash finally base unusual pile infact say happenin boys look like pretty shake goofin beeeeez oblio tell banish ask wether pointless say babe nuthin pointless game thing wanna hear wanna hear paris delhi want hear want hear fell soundly asleep leave oblio arrow continue pointless suddenly arrow run yards ahead oblio disappear hole point return,violence,https://open.spotify.com/track/1Db5YKbyraOfnQX9boBbfm,https://i.scdn.co/image/ab67616d0000b2735b4b158d7a838453c7378200,,,
1385,thebeachboys,add some music to your day,1970,pop,sunday morning gospel go good soul blue folk country like roll stone world come everybody music music music didit didit hear walk neighbor home hear faintly distance phone sit dentist chair music music music music music music doctor know keep calm preacher add psalm music music music music music like companion music music lonely soul oooo close tire eye close tire music soul movie feel touch heart summertime hear children chase cream cart play wed million ways music,music,https://open.spotify.com/track/5fmSii6QOiD1LPvfapnQHK,https://i.scdn.co/image/ab67616d0000b273dac59262300d83cdf6dabdc5,,,
1386,free,mr. big,1970,pop,work hard everyday come rain shine need tell bout girl save lie better watch hang great hole grind care explain come want thing want lose cool watch baby hang great hole grind better watch hang great hole grind,violence,https://open.spotify.com/track/4jrzvkAc015w5LUP8gF3Dg,https://i.scdn.co/image/ab67616d0000b273753c41c7fdc5e78ba017bbf5,,,
1387,harrynilsson,are you sleeping?,1970,pop,sleep hear know matter hear morning come morning tell goodbye even break wonder wonder time time time time time time time time time time time time even night time decide stay inside know know know know know sleep hear know matter hear morning come,night/time,https://open.spotify.com/track/5JujMIpKp8zbxEi2mHl29l,https://i.scdn.co/image/ab67616d0000b2735b4b158d7a838453c7378200,,,
1388,bobdylan,day of the locusts,1970,pop,bench stain tear perspiration birdie fly tree tree little conversation step stage pick degree locusts sing distance yeah locusts sing sweet locusts sing distance yeah locusts sing sing glance chamber judge talk darkness smell like tomb ready leave walk time look light room locusts sing yeah chill locusts sing sweet locusts sing high whine trill yeah locusts sing sing outside truck unload weather anearly degrees stand head explode pray piece wouldn fall yeah locusts sing distance yeah locusts sing sweet locusts sing distance locusts sing sing robe pick diploma take hold sweetheart away drive straight hill black hill dakota sure alive locusts sing chill yeah locusts sing sweet locusts sing high whine trill yeah locusts sing sing sing sing,music,https://open.spotify.com/track/5xStgjsb9BdVCHVTAHKwYs,https://i.scdn.co/image/ab67616d0000b273be634898c4b925ad6611ac64,,,
1389,ike&tinaturner,workin' together,1970,pop,call sisters brothers regardless race creed color problems world solve little hearts workin change workin help better things hate aside guide little change little change people dislike bear different color protest war cause people free workin change workin help better things hate aside guide little change little change world survive hop world surely surely people like speak right world light workin change workin help better things hate aside guide little change little change little change workin change little change workin help better things stick things better yeah yeah yeah workin change little change workin help better things little little workin change little workin help better things,world/life,https://open.spotify.com/track/41iNc7X2FRjri7KPDrv0DV,https://i.scdn.co/image/ab67616d0000b2735c0299c2c414e0f13bc5f972,,,
1390,thebeachboys,tears in the morning,1970,pop,tear morning tear tear morning go tell tear know warn tear tear tear warn remind miss move europe pack warmth take soul damn sure lonely take cold lose wife change life cancel future hard go go go forever baby gonna tear morning tear tear morning go tell tear know warn tear tear tear warn remind miss know candle heart glow night feel light go stand heart believe choose load guess hold sorrow feel tear morning tear tear morning go tell tear know warn tear tear tear warn remind miss tear tear morning tear tear morning go tell tear know warn tear tear tear warn remind miss miss,sadness,https://open.spotify.com/track/0iz2Pm0bYYrHcuFletpNPT,https://i.scdn.co/image/ab67616d0000b273dac59262300d83cdf6dabdc5,,,
1391,themoodyblues,how is it (we are here),1970,pop,path walk world pointless fear fill talk descend ape think save tremble brink mighty minemachines dig grind steal rare minerals concrete cave iron doors bury starve frighten world fill grain like burn inside higher deny send share mighty minemachines dig grind steal rare minerals concrete cave iron doors bury starve frighten world fill grain,violence,https://open.spotify.com/track/11WMC7hfrFlgxHNMNGuXzD,https://i.scdn.co/image/ab67616d0000b27318e30bcbca2863f0ea6191be,,,
1392,andywilliams,happy heart,1970,pop,certain sound follow close hear sound lovers discover heart hear sing loud sing clear near heart away night arm want stay feel like felt change life compeltely music fill soul lose control half heart hear sing loud sing clear near heart away night arm want stay,music,https://open.spotify.com/track/5dcxuUQZI7nPldcNkxAR9v,https://i.scdn.co/image/ab67616d0000b273da3ffd00ff70dea91a5519af,,,
1393,badfinger,walk out in the rain,1970,pop,walk rain cloud hide pain baby thousand tear give rain away lonely room stay world know hurt away live life pretend couldn care cope live life relive precious time know pain feel good walk rain cloud hide pain baby thousand tear give rain away lonely room stay world know hurt change mind know baby sorrow pain walk rain,sadness,https://open.spotify.com/track/1vZ8CImKpkli1Q4mLEpyX8,https://i.scdn.co/image/ab67616d0000b273555e940b9bbbe0d8ad5254cf,,,
1394,electriclightorchestra,queen of the hours,1971,pop,queen hours lie wait wind blow away veil time slowly thread start unwind queen hours path time time clock shall tell tale black night come east cause land sleep rid carve message creek queen hours path time time clock shall tell tale death wish night pass away leave sacred open grave bow life unto queen hours queen hours path time time clock shall tell tale,night/time,https://open.spotify.com/track/2qEmoXgee61LQFX0CxgfY3,https://i.scdn.co/image/ab67616d0000b2734c40ca52eb58d9eee3b18ff9,,,
1395,poco,what if i should say i love you,1971,pop,spend time tell thinkin know look wonderin thing know breakin heart know heart baby steal away heart moment start look world suddenly want know breakin heart know heart maybe someday go wonderin wrong begin go,sadness,https://open.spotify.com/track/42raGaAO469MkG1aHNE4Py,https://i.scdn.co/image/ab67616d0000b2735c1e0cd1ca36cafdf4511a95,,,
1396,threedognight,jam,1971,pop,baby lord feel touch summertime love fall home ball feel right feel right feel right feel right feel right feel right feel baby feel feel baby feel wanna clap hand wanna clap hand feel feel feel right feel right feel right feel right,feelings,https://open.spotify.com/track/0P6fEgTn3cxLLyYTJYoYGj,https://i.scdn.co/image/ab67616d0000b2737bb514f05fc9913fc55fb6aa,,,
1397,themamas&thepapas,pearl,1971,pop,tonight wish wish wish wish tonight banker daughter runaway girl little lady honkytonk someplace world feel home banker daughter hard deceive little lady hard honkytonk wear heart sleeve heart grow cold tonight wish wish wish wish tonight wish runaway girl prayer honkytonk find someplace outta world feel home tonight wish wish tonight tonight wish wish wish wish wish wish tonight,sadness,https://open.spotify.com/track/52JAv538jkMfmXZXeM0qAp,https://i.scdn.co/image/ab67616d0000b2736794d100bd1cfedbb8cf53f1,,,
1398,paulrevere&theraiders,the shape of things to come,1971,pop,rise angry voice cry afraid world believe blind deaf dumb change shape things come change lie ahead road thoughts ready wait explode tomorrow today bell toll change shape things come future come sweet strong gonna hold long dream crowd realities revolution sweep like fresh breeze world believe blind deaf dumb change shape things change shape things change shape things come rise angry voice cry afraid world believe blind deaf dumb change shape things change shape things come change shape things change shape things change shape things come,world/life,https://open.spotify.com/track/3gKwVWwKmeuFtPubICbOGc,https://i.scdn.co/image/ab67616d0000b273a7ea08ab3914c5fb2084a8ac,,,
1399,walterwanderley,angelique,1971,pop,soon start make go hard hear knock knock knock wall soon deep get knock knock knock wall girl legs shake swear break headboard headboard feel good girl know proud look lovely face scream loud neighbor know scream scratch yell neighbor know stress sex neighbor know neighbor know pillow right grab know excite bite hear know capable make music loud scream shout girl body problem problem solver phone charger ring night knock upset neighbor know scream scratch yell neighbor know stress sex neighbor know neighbor know bang body bang wall dream scream bang door say neighbor know trigga cause body bust think shit cuss neighbor know scream scratch yell neighbor know stress sex neighbor know neighbor know neighbor know neighbor know scream scratch yell neighbor know stress sex neighbor know neighbor know scream whoa girl bang wall gonna change neighbor know,violence,https://open.spotify.com/track/62begTg3ZOJybiZI6ZmOzn,https://i.scdn.co/image/ab67616d0000b2732b76d350f223df7085a02db2,,,
1400,can,mushroom,1971,pop,mushroom head mushroom head mushroom head bear dead bear dead mushroom head mushroom head mushroom head bear dead bear dead gonna despair gonna despair gonna despair sky sky sky bear bear dead bear dead bear dead bear dead bear dead bear dead mushroom head mushroom head mushroom head mushroom head bear dead bear dead gonna despair gonna despair gonna despair gonna despair mushroom head mushroom head mushroom head bear dead bear dead bear dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead,violence,https://open.spotify.com/track/3IX57thuHwGya0zvXDKmAk,https://i.scdn.co/image/ab67616d0000b27364ecc15165777bf89748b0d4,,,
1401,thehollies,what a life i've led,1971,pop,doggone mean wear black eye green tell kill piece gold life real oughta dead life real mean cheat lie leave dead girls cry ride dodge go steal railmen leave streets grand gold guard dead life real oughta dead life real mean cheat lie leave dead girls cry heart stone wise leave live life lonely horse fine sixgun live love know great pain know sing life real oughta dead life real mean cheat lie leave dead girls cry life real oughta dead life real mean cheat lie leave dead girls cry,violence,https://open.spotify.com/track/203NEWtDxkhV1JzWdkPEs1,https://i.scdn.co/image/ab67616d0000b273eaaa0a2a94066c69ed93d4ab,,,
1402,wings,dear friend,1971,pop,dear friend time borderline mean afraid true dear friend throw wine friend truly young newly fool true afraid true dear friend time borderline mean afraid true dear friend throw wine friend truly young newly fool true afraid true,romantic,https://open.spotify.com/track/6HEyWNDslhdNWHz4s06WRG,https://i.scdn.co/image/ab67616d0000b273a72b37c6cd025af81d8716ea,,,
1403,statusquo,gerdundula,1971,pop,leave search come search come want women pass women pass reason know answer leave,world/life,https://open.spotify.com/track/2R4siHns6J5KWkdvEKAP74,https://i.scdn.co/image/ab67616d0000b2738b8224b0c1376927dcee32c8,,,
1404,lauranyro,the bells,1971,pop,hear bell leave hear bell hear bell leave hear bell hear hear lips kiss hear bell darling hear kiss feel tingle hear bell darling hear kiss yeah hear bell ring say like thing want remember leave believe insane hear bell hear bell hear bell,music,https://open.spotify.com/track/0GpkBFuZzYVvyuSSIjAKFZ,https://i.scdn.co/image/ab67616d0000b273fdfd589e9e40c0257ec68e10,,,
1405,themoodyblues,after you came,1971,pop,begin dream bless come regret things want life font spirit grow come earth dream ceiling home best miss help reach wall fall short time join eternity split like rain rise rise shall know control time pass trap peace understand come go leave guess depress know time little press laugh hurt away hard touch reach wall fall begin dream bless come regret things want life font spirit grow come earth dream ceiling home best miss help reach wall fall,world/life,https://open.spotify.com/track/22YZn9LF2Zk6FbnWRqyyi1,https://i.scdn.co/image/ab67616d0000b2730f47d4dd8759be52593c9b15,,,
1406,wings,i am your singer,1971,pop,song linger song singer song singer someday sing away go wing sing sing song song sing harmonies linger singer sing song,music,https://open.spotify.com/track/3OUNs8EV1xN5zRUYQkI4PO,https://i.scdn.co/image/ab67616d0000b273a72b37c6cd025af81d8716ea,,,
1407,badfinger,sometimes,1971,pop,wait smile feel make wanna tell fool play time days fine cloudburst put line crime tomorrow sorrow pain pain sorrow pain pain sorrow pain reason believe soul soul tomorrow sorrow pain pain sorrow pain pain sorrow pain reason believe soul soul yeah wait smile feel make wanna tell gotta tell,sadness,https://open.spotify.com/track/0nOlQudSJ5eTjhZJFo0sBz,https://i.scdn.co/image/ab67616d0000b273e2dd29cdaa3fadbdc26d59c4,,,
